주문번호,주문일,주문시간,채널,매장,상품코드,상품명,사이즈,수량,정상가합계,할인액,실결제금액,주문상태,배송유형,배송지역,고객유형,프로모션코드
ST-260701-0003,2026-07-01,20:27,직영매장,대전둔산,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,318600,0,318600,배송중,설치(용인 설치1),충남,신규,
ST-260701-0003,2026-07-01,20:27,직영매장,대전둔산,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,2,533800,0,533800,배송중,설치(용인 설치1),충남,신규,
NV-260701-0016,2026-07-01,13:45,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,설치완료,택배(안성1),인천,재구매,EX-2026-03
NV-260701-0017,2026-07-01,13:05,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),부산,신규,EX-2026-03
ST-260701-0004,2026-07-01,09:27,직영매장,슬로우나잇 논현,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,321300,0,321300,배송완료,설치(용인 설치1),경기,신규,
ST-260701-0004,2026-07-01,09:27,직영매장,슬로우나잇 논현,SB-A-DPM,딥뮤트 수면안대,단일,1,32800,0,32800,배송완료,매장수령,경기,신규,
ST-260701-0005,2026-07-01,20:52,직영매장,슬로우나잇 논현,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,318600,0,318600,반품완료,설치(용인 설치1),경기,신규,
ST-260701-0006,2026-07-01,18:56,직영매장,노원,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,318600,0,318600,배송완료,설치(용인 설치1),서울,신규,
ST-260701-0006,2026-07-01,18:56,직영매장,노원,SB-P-CLB,클라우드 버디 베개,단일,2,132800,0,132800,배송완료,매장수령,서울,신규,
NV-260701-0018,2026-07-01,16:04,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),대구,신규,EX-2026-03
NV-260701-0018,2026-07-01,16:04,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,배송완료,택배(안성1),대구,신규,EX-2026-03
SG-260701-0001,2026-07-01,10:33,SSG닷컴,,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,1,503700,0,503700,설치완료,설치(용인 설치1),경기,신규,
NV-260701-0019,2026-07-01,08:10,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),강원,신규,EX-2026-03
NV-260701-0019,2026-07-01,08:10,네이버 브랜드스토어,,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,1,522200,0,522200,배송완료,설치(용인 설치1),강원,신규,
NV-260701-0020,2026-07-01,12:13,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,설치완료,택배(안성1),부산,신규,EX-2026-03
NV-260701-0021,2026-07-01,21:16,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,설치완료,택배(안성1),경남,재구매,EX-2026-03
NV-260701-0022,2026-07-01,23:38,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),제주,신규,EX-2026-03
NV-260701-0023,2026-07-01,19:36,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,170600,423000,설치완료,택배(안성1),대구,신규,EX-2026-03
CP-260701-0002,2026-07-01,14:00,쿠팡 로켓,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,288200,0,288200,배송완료,택배(안성1),서울,신규,
NV-260701-0024,2026-07-01,20:02,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,53600,0,53600,배송완료,택배(안성1),제주,신규,
NV-260701-0025,2026-07-01,14:17,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),경남,신규,EX-2026-03
SG-260701-0002,2026-07-01,13:53,SSG닷컴,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,297300,0,297300,배송중,택배(안성1),서울,신규,
NV-260701-0026,2026-07-01,21:37,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,170600,423000,배송완료,택배(안성1),대구,신규,EX-2026-03
ST-260701-0007,2026-07-01,18:09,직영매장,슬로우나잇 스타필드 수원,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,270300,0,270300,설치완료,설치(용인 설치1),강원,신규,
SG-260701-0003,2026-07-01,00:58,SSG닷컴,,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,1,527600,0,527600,배송완료,설치(용인 설치1),대구,신규,
NV-260701-0027,2026-07-01,11:30,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,반품완료,택배(안성1),서울,신규,EX-2026-03
NV-260701-0028,2026-07-01,20:38,네이버 브랜드스토어,,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,1,286000,0,286000,배송완료,택배(안성1),서울,신규,
NV-260701-0029,2026-07-01,19:35,네이버 브랜드스토어,,SB-A-DPM,딥뮤트 수면안대,단일,1,30300,0,30300,배송완료,택배(안성1),서울,재구매,
NV-260701-0029,2026-07-01,19:35,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),서울,재구매,EX-2026-03
NV-260701-0030,2026-07-01,12:42,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,170600,423000,배송완료,택배(안성1),경기,신규,EX-2026-03
OH-260701-0001,2026-07-01,11:34,오늘의집,,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,1,426900,0,426900,배송완료,택배(안성1),강원,신규,
OH-260701-0002,2026-07-01,11:28,오늘의집,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,239400,0,239400,배송완료,택배(안성1),충남,신규,
NV-260701-0031,2026-07-01,22:42,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),서울,신규,EX-2026-03
NV-260701-0032,2026-07-01,19:38,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,배송완료,택배(안성1),경기,신규,EX-2026-03
NV-260701-0033,2026-07-01,16:34,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,설치완료,택배(안성1),서울,신규,EX-2026-03
NV-260701-0034,2026-07-01,16:26,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,반품완료,택배(안성1),울산,신규,EX-2026-03
NV-260701-0035,2026-07-01,14:06,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,배송완료,택배(안성1),강원,신규,EX-2026-03
NV-260701-0036,2026-07-01,09:45,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,취소,택배(안성1),경기,재구매,EX-2026-03
NV-260701-0037,2026-07-01,22:25,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,설치완료,택배(안성1),광주,신규,EX-2026-03
NV-260701-0038,2026-07-01,21:09,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),서울,재구매,EX-2026-03
NV-260701-0039,2026-07-01,13:18,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,설치완료,택배(안성1),대전,신규,
NV-260701-0040,2026-07-01,14:17,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),인천,신규,EX-2026-03
NV-260701-0040,2026-07-01,14:17,네이버 브랜드스토어,,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,1,522200,0,522200,배송완료,설치(용인 설치1),인천,신규,
NV-260701-0041,2026-07-01,20:10,네이버 브랜드스토어,,SB-M-MFM-Q,미드나잇 풀문 매트리스,Q,1,900200,0,900200,배송완료,설치(용인 설치1),경기,신규,
NV-260701-0042,2026-07-01,08:06,네이버 브랜드스토어,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,445200,0,445200,반품완료,택배(안성1),인천,신규,
NV-260702-0001,2026-07-02,20:53,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,배송완료,택배(안성1),경기,신규,EX-2026-03
NV-260702-0002,2026-07-02,11:16,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송중,택배(안성1),서울,신규,EX-2026-03
NV-260702-0003,2026-07-02,21:06,네이버 브랜드스토어,,SB-M-MFM-K,미드나잇 풀문 매트리스,K,1,991300,0,991300,설치완료,설치(용인 설치1),경기,신규,
NV-260702-0004,2026-07-02,10:38,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,170600,423000,취소,택배(안성1),제주,재구매,EX-2026-03
ST-260702-0001,2026-07-02,19:29,직영매장,송파,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,1,270500,0,270500,반품완료,설치(용인 설치1),경기,신규,
NV-260702-0005,2026-07-02,11:49,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,취소,택배(안성1),인천,신규,EX-2026-03
NV-260702-0006,2026-07-02,21:06,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,배송완료,택배(안성1),서울,재구매,EX-2026-03
NV-260702-0006,2026-07-02,21:06,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),서울,재구매,EX-2026-03
NV-260702-0006,2026-07-02,21:06,네이버 브랜드스토어,,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,594400,0,594400,배송완료,설치(용인 설치1),서울,재구매,
NV-260702-0007,2026-07-02,17:55,네이버 브랜드스토어,,SB-T-GRB-SS,그라운드 밸런스 토퍼 매트리스,SS,2,1012600,0,1012600,배송완료,택배(안성1),서울,신규,
NV-260702-0008,2026-07-02,17:22,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,설치완료,택배(안성1),서울,신규,EX-2026-03
NV-260702-0008,2026-07-02,17:22,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,설치완료,택배(안성1),서울,신규,EX-2026-03
NV-260702-0008,2026-07-02,17:22,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,설치완료,택배(안성1),서울,신규,EX-2026-03
NV-260702-0009,2026-07-02,09:42,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,설치완료,택배(안성1),경기,재구매,EX-2026-03
NV-260702-0010,2026-07-02,10:28,네이버 브랜드스토어,,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,1,1039800,0,1039800,취소,설치(용인 설치1),서울,재구매,
CJ-260702-0001,2026-07-02,16:46,CJ온스타일,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,527000,0,527000,배송완료,택배(안성1),서울,신규,
NV-260702-0011,2026-07-02,10:13,네이버 브랜드스토어,,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,1,460800,0,460800,배송완료,설치(용인 설치1),울산,신규,
OH-260702-0001,2026-07-02,07:15,오늘의집,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,284600,0,284600,배송완료,택배(안성1),서울,신규,
NV-260702-0012,2026-07-02,18:37,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,2,499400,149800,349600,취소,택배(안성1),부산,신규,EX-2026-03
HM-260702-0001,2026-07-02,21:18,자사몰,,SB-A-DPM,딥뮤트 수면안대,단일,1,31200,0,31200,설치완료,택배(안성1),대전,신규,
NV-260702-0013,2026-07-02,14:48,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,배송완료,택배(안성1),충남,재구매,EX-2026-03
NV-260702-0014,2026-07-02,16:36,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,설치완료,택배(안성1),경기,신규,EX-2026-03
HM-260702-0002,2026-07-02,08:52,자사몰,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,612000,0,612000,반품완료,택배(안성1),인천,신규,
NV-260702-0015,2026-07-02,11:39,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),경기,신규,EX-2026-03
ST-260702-0002,2026-07-02,17:31,직영매장,슬로우나잇 논현,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,318600,0,318600,취소,설치(용인 설치1),경기,재구매,
SG-260702-0001,2026-07-02,11:38,SSG닷컴,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,252300,0,252300,배송완료,택배(안성1),서울,신규,
SG-260702-0001,2026-07-02,11:38,SSG닷컴,,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,1,252500,0,252500,배송완료,택배(안성1),서울,신규,
ST-260702-0003,2026-07-02,17:27,직영매장,대전둔산,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,321300,0,321300,설치완료,설치(용인 설치1),서울,신규,
ST-260702-0003,2026-07-02,17:27,직영매장,대전둔산,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,637200,0,637200,설치완료,설치(용인 설치1),서울,신규,
OH-260702-0002,2026-07-02,15:18,오늘의집,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,239400,0,239400,설치완료,택배(안성1),부산,신규,
NV-260702-0016,2026-07-02,13:30,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,설치완료,택배(안성1),울산,신규,EX-2026-03
NV-260702-0017,2026-07-02,09:49,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),충남,신규,EX-2026-03
NV-260702-0017,2026-07-02,09:49,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,배송완료,택배(안성1),충남,신규,EX-2026-03
SG-260702-0002,2026-07-02,18:13,SSG닷컴,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,252300,0,252300,배송완료,택배(안성1),경기,재구매,
NV-260702-0018,2026-07-02,18:48,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,2,499400,149800,349600,배송완료,택배(안성1),경기,재구매,EX-2026-03
NV-260702-0019,2026-07-02,09:31,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),경기,신규,EX-2026-03
ST-260702-0004,2026-07-02,09:46,직영매장,슬로우나잇 논현,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,438900,0,438900,반품완료,설치(용인 설치1),서울,재구매,
NV-260702-0020,2026-07-02,15:57,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,반품완료,택배(안성1),서울,신규,EX-2026-03
ST-260702-0005,2026-07-02,07:34,직영매장,대전둔산,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,270300,0,270300,배송중,설치(용인 설치1),서울,신규,
ST-260702-0006,2026-07-02,10:29,직영매장,용산,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,321300,0,321300,설치완료,설치(용인 설치1),부산,신규,
NV-260702-0021,2026-07-02,15:02,네이버 브랜드스토어,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,445200,0,445200,배송완료,택배(안성1),대구,신규,
NV-260702-0022,2026-07-02,17:29,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,교환완료,택배(안성1),서울,신규,EX-2026-03
NV-260702-0023,2026-07-02,20:39,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,교환완료,택배(안성1),대구,재구매,EX-2026-03
NV-260702-0024,2026-07-02,12:39,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,반품완료,택배(안성1),대전,신규,EX-2026-03
NV-260702-0025,2026-07-02,14:14,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),울산,신규,EX-2026-03
NV-260702-0026,2026-07-02,18:20,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),경기,신규,EX-2026-03
NV-260702-0027,2026-07-02,06:49,네이버 브랜드스토어,,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,1,211800,0,211800,설치완료,택배(안성1),인천,재구매,
NV-260702-0028,2026-07-02,13:13,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송완료,설치(용인 설치1),대구,신규,
CP-260702-0001,2026-07-02,06:56,쿠팡 로켓,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,290700,0,290700,배송완료,택배(안성1),경기,신규,
NV-260702-0029,2026-07-02,12:32,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,반품완료,택배(안성1),서울,신규,EX-2026-03
NV-260702-0030,2026-07-02,08:50,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),경기,신규,EX-2026-03
OH-260702-0003,2026-07-02,20:41,오늘의집,,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,1,364600,0,364600,배송중,설치(용인 설치1),서울,신규,
NV-260702-0031,2026-07-02,06:14,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,설치완료,택배(안성1),대전,재구매,EX-2026-03
NV-260702-0032,2026-07-02,17:20,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,교환완료,택배(안성1),충남,신규,EX-2026-03
NV-260702-0033,2026-07-02,18:17,네이버 브랜드스토어,,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,1,460800,0,460800,배송완료,설치(용인 설치1),서울,신규,
NV-260702-0034,2026-07-02,14:55,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,설치완료,택배(안성1),서울,신규,EX-2026-03
NV-260702-0035,2026-07-02,10:56,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,반품완료,택배(안성1),대구,신규,EX-2026-03
NV-260702-0035,2026-07-02,10:56,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,반품완료,택배(안성1),대구,신규,EX-2026-03
NV-260702-0036,2026-07-02,19:52,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,593600,170600,423000,배송완료,택배(안성1),부산,재구매,EX-2026-03
NV-260702-0036,2026-07-02,19:52,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,588600,169400,419200,배송완료,택배(안성1),부산,재구매,EX-2026-03
NV-260702-0037,2026-07-02,15:45,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),경기,재구매,EX-2026-03
NV-260702-0037,2026-07-02,15:45,네이버 브랜드스토어,,SB-M-DFC-SS,딥플로우 컴포트 매트리스,SS,1,567400,0,567400,배송완료,설치(용인 설치1),경기,재구매,
NV-260702-0038,2026-07-02,22:37,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,2,499400,149800,349600,반품완료,택배(안성1),인천,신규,EX-2026-03
NV-260702-0039,2026-07-02,15:21,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),경기,신규,EX-2026-03
NV-260702-0040,2026-07-02,21:02,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송완료,설치(용인 설치1),광주,재구매,
NV-260702-0041,2026-07-02,16:47,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,취소,택배(안성1),충남,신규,EX-2026-03
NV-260702-0042,2026-07-02,16:48,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),울산,신규,EX-2026-03
NV-260702-0043,2026-07-02,22:54,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,배송완료,택배(안성1),대전,신규,EX-2026-03
NV-260702-0044,2026-07-02,16:01,네이버 브랜드스토어,,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,1,1131000,0,1131000,교환완료,설치(용인 설치1),강원,신규,
NV-260702-0045,2026-07-02,09:03,네이버 브랜드스토어,,SB-F-BAU-O,바우 키즈 원목 오픈형 데이베드 침대,SS,1,581000,0,581000,설치완료,설치(용인 설치1),서울,재구매,
NV-260702-0046,2026-07-02,20:56,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,반품완료,택배(안성1),경기,신규,EX-2026-03
NV-260702-0046,2026-07-02,20:56,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,반품완료,택배(안성1),경기,신규,EX-2026-03
NV-260702-0047,2026-07-02,22:27,네이버 브랜드스토어,,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,2,499800,0,499800,배송완료,택배(안성1),경기,신규,
NV-260702-0048,2026-07-02,19:42,네이버 브랜드스토어,,SB-P-CLB,클라우드 버디 베개,단일,2,122600,0,122600,교환완료,택배(안성1),인천,신규,
ST-260702-0007,2026-07-02,10:17,직영매장,노원,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,321300,0,321300,교환완료,설치(용인 설치1),경남,신규,
HM-260703-0001,2026-07-03,13:44,자사몰,,SB-A-DPM,딥뮤트 수면안대,단일,2,62400,0,62400,배송중,택배(안성1),경기,재구매,
HM-260703-0001,2026-07-03,13:44,자사몰,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,55200,0,55200,배송중,택배(안성1),경기,재구매,
OH-260703-0001,2026-07-03,22:44,오늘의집,,SB-MO-MBL-SS,모션 밸런스드 매트리스,SS,1,1325200,0,1325200,반품완료,설치(용인 설치1),인천,신규,
OH-260703-0001,2026-07-03,22:44,오늘의집,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,282200,0,282200,반품완료,택배(안성1),인천,신규,
NV-260703-0001,2026-07-03,12:25,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송완료,설치(용인 설치1),경기,신규,
NV-260703-0002,2026-07-03,11:16,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,배송완료,택배(안성1),서울,신규,EX-2026-03
CP-260703-0001,2026-07-03,10:56,쿠팡 로켓,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,244500,0,244500,배송완료,택배(안성1),경기,신규,
NV-260703-0003,2026-07-03,20:55,네이버 브랜드스토어,,SB-P-CLB,클라우드 버디 베개,단일,1,61300,0,61300,반품완료,택배(안성1),경기,재구매,
NV-260703-0004,2026-07-03,17:27,네이버 브랜드스토어,,SB-P-CLB,클라우드 버디 베개,단일,1,61300,0,61300,배송완료,택배(안성1),경기,신규,
OH-260703-0002,2026-07-03,20:41,오늘의집,,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,569900,0,569900,배송완료,설치(용인 설치1),대전,재구매,
OH-260703-0002,2026-07-03,20:41,오늘의집,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,564400,0,564400,배송완료,택배(안성1),대전,재구매,
HM-260703-0002,2026-07-03,18:36,자사몰,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,459000,0,459000,배송완료,택배(안성1),경기,신규,
NV-260703-0005,2026-07-03,18:02,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,설치완료,택배(안성1),대전,재구매,EX-2026-03
NV-260703-0006,2026-07-03,16:53,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,84700,209600,반품완료,택배(안성1),서울,신규,EX-2026-03
NV-260703-0006,2026-07-03,16:53,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,74900,174800,반품완료,택배(안성1),서울,신규,EX-2026-03
NV-260703-0007,2026-07-03,15:35,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,85300,211500,반품완료,택배(안성1),경기,신규,EX-2026-03
