주문번호,일자,요일,시각,상품코드,상품명,카테고리,수량,단가,금액
PN-260807-018,2026-08-07,금,18:37,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260807-018,2026-08-07,금,18:37,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260807-019,2026-08-07,금,15:30,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260807-020,2026-08-07,금,17:53,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260807-021,2026-08-07,금,13:41,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260807-022,2026-08-07,금,12:20,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260807-023,2026-08-07,금,15:23,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260807-024,2026-08-07,금,12:36,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260807-025,2026-08-07,금,18:05,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260807-025,2026-08-07,금,18:05,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260807-026,2026-08-07,금,16:55,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260807-027,2026-08-07,금,17:16,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260807-028,2026-08-07,금,13:10,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260807-029,2026-08-07,금,15:21,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260807-030,2026-08-07,금,17:03,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260807-031,2026-08-07,금,15:56,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260807-032,2026-08-07,금,13:03,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260807-033,2026-08-07,금,12:02,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260807-034,2026-08-07,금,16:48,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260807-034,2026-08-07,금,16:48,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260807-035,2026-08-07,금,12:42,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260807-036,2026-08-07,금,14:08,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260807-037,2026-08-07,금,12:12,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260807-038,2026-08-07,금,18:39,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-001,2026-08-08,토,14:10,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-002,2026-08-08,토,17:44,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260808-003,2026-08-08,토,15:42,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-003,2026-08-08,토,15:42,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-004,2026-08-08,토,16:01,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260808-005,2026-08-08,토,13:41,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-006,2026-08-08,토,16:53,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-006,2026-08-08,토,16:53,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-007,2026-08-08,토,14:57,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-007,2026-08-08,토,14:57,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-008,2026-08-08,토,17:52,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-008,2026-08-08,토,17:52,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-009,2026-08-08,토,18:11,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-010,2026-08-08,토,18:48,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-011,2026-08-08,토,15:25,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-012,2026-08-08,토,15:30,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-013,2026-08-08,토,18:11,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-013,2026-08-08,토,18:11,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-014,2026-08-08,토,15:09,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-015,2026-08-08,토,16:26,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-016,2026-08-08,토,12:10,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260808-017,2026-08-08,토,16:28,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-018,2026-08-08,토,13:32,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260808-019,2026-08-08,토,18:14,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260808-019,2026-08-08,토,18:14,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-020,2026-08-08,토,16:02,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-021,2026-08-08,토,18:31,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-021,2026-08-08,토,18:31,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-022,2026-08-08,토,12:36,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-023,2026-08-08,토,15:40,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-023,2026-08-08,토,15:40,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260808-024,2026-08-08,토,16:18,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-025,2026-08-08,토,18:07,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-026,2026-08-08,토,12:55,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-026,2026-08-08,토,12:55,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-027,2026-08-08,토,15:07,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-028,2026-08-08,토,16:54,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-029,2026-08-08,토,14:39,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260808-030,2026-08-08,토,18:04,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260808-030,2026-08-08,토,18:04,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-031,2026-08-08,토,12:53,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-032,2026-08-08,토,16:19,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-033,2026-08-08,토,18:45,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260808-034,2026-08-08,토,14:26,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-035,2026-08-08,토,14:40,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-036,2026-08-08,토,12:11,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-036,2026-08-08,토,12:11,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-037,2026-08-08,토,14:22,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-038,2026-08-08,토,16:44,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-039,2026-08-08,토,12:29,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-040,2026-08-08,토,18:50,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-040,2026-08-08,토,18:50,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-041,2026-08-08,토,12:20,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-041,2026-08-08,토,12:20,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-042,2026-08-08,토,12:44,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-043,2026-08-08,토,18:14,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260808-044,2026-08-08,토,13:19,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-044,2026-08-08,토,13:19,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-045,2026-08-08,토,16:12,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-046,2026-08-08,토,13:17,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-047,2026-08-08,토,13:39,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-048,2026-08-08,토,18:05,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-049,2026-08-08,토,16:40,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-050,2026-08-08,토,17:41,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260808-051,2026-08-08,토,13:57,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-052,2026-08-08,토,15:17,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260808-053,2026-08-08,토,12:25,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-054,2026-08-08,토,15:31,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-055,2026-08-08,토,14:10,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-056,2026-08-08,토,18:38,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-057,2026-08-08,토,15:36,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-058,2026-08-08,토,15:47,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-059,2026-08-08,토,16:31,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-060,2026-08-08,토,12:17,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-061,2026-08-08,토,16:52,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-062,2026-08-08,토,18:29,PN-101,sol diffuser,리빙·프래그런스,2,46000,92000
PN-260808-063,2026-08-08,토,12:51,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-064,2026-08-08,토,16:00,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-065,2026-08-08,토,17:40,PN-101,sol diffuser,리빙·프래그런스,2,46000,92000
PN-260808-066,2026-08-08,토,14:36,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-067,2026-08-08,토,15:51,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260808-068,2026-08-08,토,18:17,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260808-069,2026-08-08,토,15:30,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260808-070,2026-08-08,토,18:05,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260808-071,2026-08-08,토,13:41,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260808-072,2026-08-08,토,18:18,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260808-072,2026-08-08,토,18:18,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260808-073,2026-08-08,토,18:07,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260808-074,2026-08-08,토,18:20,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260808-075,2026-08-08,토,12:13,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-001,2026-08-09,일,14:57,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-001,2026-08-09,일,14:57,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-002,2026-08-09,일,18:49,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260809-003,2026-08-09,일,13:07,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-004,2026-08-09,일,13:55,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-004,2026-08-09,일,13:55,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-005,2026-08-09,일,12:13,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260809-006,2026-08-09,일,16:15,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-007,2026-08-09,일,15:15,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-007,2026-08-09,일,15:15,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-008,2026-08-09,일,13:13,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-008,2026-08-09,일,13:13,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-009,2026-08-09,일,14:58,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-010,2026-08-09,일,14:08,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-011,2026-08-09,일,18:07,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-012,2026-08-09,일,14:13,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-013,2026-08-09,일,14:05,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-013,2026-08-09,일,14:05,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-014,2026-08-09,일,18:42,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-014,2026-08-09,일,18:42,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-015,2026-08-09,일,12:20,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-016,2026-08-09,일,14:26,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-016,2026-08-09,일,14:26,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-017,2026-08-09,일,12:31,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260809-018,2026-08-09,일,12:41,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-018,2026-08-09,일,12:41,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260809-019,2026-08-09,일,13:50,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-019,2026-08-09,일,13:50,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-020,2026-08-09,일,18:45,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-021,2026-08-09,일,16:15,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-022,2026-08-09,일,16:49,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-023,2026-08-09,일,18:36,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-024,2026-08-09,일,17:35,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-025,2026-08-09,일,15:53,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-026,2026-08-09,일,17:31,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-027,2026-08-09,일,13:38,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-028,2026-08-09,일,13:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-028,2026-08-09,일,13:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-029,2026-08-09,일,12:06,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-030,2026-08-09,일,12:07,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260809-030,2026-08-09,일,12:07,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-031,2026-08-09,일,15:23,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-032,2026-08-09,일,17:51,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260809-032,2026-08-09,일,17:51,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-033,2026-08-09,일,17:47,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-034,2026-08-09,일,13:08,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-034,2026-08-09,일,13:08,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260809-035,2026-08-09,일,18:36,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260809-036,2026-08-09,일,15:57,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-037,2026-08-09,일,13:26,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-038,2026-08-09,일,16:12,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-039,2026-08-09,일,14:20,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-040,2026-08-09,일,17:48,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-041,2026-08-09,일,17:48,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-042,2026-08-09,일,12:26,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260809-043,2026-08-09,일,17:28,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-044,2026-08-09,일,12:47,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260809-044,2026-08-09,일,12:47,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-045,2026-08-09,일,15:43,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-046,2026-08-09,일,18:24,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-047,2026-08-09,일,17:31,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-047,2026-08-09,일,17:31,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260809-048,2026-08-09,일,12:42,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260809-049,2026-08-09,일,16:50,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-050,2026-08-09,일,18:02,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-051,2026-08-09,일,12:04,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-051,2026-08-09,일,12:04,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-052,2026-08-09,일,15:23,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-053,2026-08-09,일,13:25,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-053,2026-08-09,일,13:25,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-054,2026-08-09,일,14:03,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-055,2026-08-09,일,16:09,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260809-056,2026-08-09,일,16:00,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-057,2026-08-09,일,15:01,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260809-058,2026-08-09,일,12:27,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-059,2026-08-09,일,18:32,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260809-060,2026-08-09,일,13:08,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-060,2026-08-09,일,13:08,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260809-061,2026-08-09,일,17:11,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260809-062,2026-08-09,일,18:12,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260809-063,2026-08-09,일,17:45,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-064,2026-08-09,일,15:15,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-064,2026-08-09,일,15:15,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260809-065,2026-08-09,일,13:21,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260809-066,2026-08-09,일,15:48,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260810-001,2026-08-10,월,12:47,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260810-002,2026-08-10,월,15:31,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260810-003,2026-08-10,월,14:59,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260810-004,2026-08-10,월,15:13,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260810-004,2026-08-10,월,15:13,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260810-005,2026-08-10,월,18:02,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260810-005,2026-08-10,월,18:02,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260810-006,2026-08-10,월,13:52,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260810-007,2026-08-10,월,16:35,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260810-008,2026-08-10,월,13:35,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260810-009,2026-08-10,월,16:29,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260810-010,2026-08-10,월,13:33,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260810-010,2026-08-10,월,13:33,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260810-011,2026-08-10,월,12:18,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260810-012,2026-08-10,월,12:28,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260810-013,2026-08-10,월,15:34,PN-101,sol diffuser,리빙·프래그런스,2,46000,92000
PN-260810-014,2026-08-10,월,15:26,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260810-015,2026-08-10,월,13:56,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260810-016,2026-08-10,월,18:24,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260810-017,2026-08-10,월,17:09,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260810-018,2026-08-10,월,13:11,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260810-019,2026-08-10,월,17:51,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260810-020,2026-08-10,월,13:45,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260810-021,2026-08-10,월,12:24,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260810-021,2026-08-10,월,12:24,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260810-022,2026-08-10,월,16:02,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260810-023,2026-08-10,월,18:46,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260810-023,2026-08-10,월,18:46,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260810-024,2026-08-10,월,17:15,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260810-024,2026-08-10,월,17:15,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-001,2026-08-13,목,17:24,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-002,2026-08-13,목,13:20,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-002,2026-08-13,목,13:20,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-003,2026-08-13,목,16:23,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-004,2026-08-13,목,13:01,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-004,2026-08-13,목,13:01,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-005,2026-08-13,목,12:17,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-005,2026-08-13,목,12:17,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-006,2026-08-13,목,16:55,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260813-007,2026-08-13,목,14:17,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260813-008,2026-08-13,목,17:43,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-009,2026-08-13,목,13:23,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-009,2026-08-13,목,13:23,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-010,2026-08-13,목,17:32,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-011,2026-08-13,목,14:19,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-012,2026-08-13,목,14:16,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260813-013,2026-08-13,목,15:05,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-014,2026-08-13,목,14:50,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-015,2026-08-13,목,12:17,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260813-016,2026-08-13,목,12:28,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-017,2026-08-13,목,14:47,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-017,2026-08-13,목,14:47,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-018,2026-08-13,목,14:09,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260813-018,2026-08-13,목,14:09,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-019,2026-08-13,목,16:55,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260813-019,2026-08-13,목,16:55,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-020,2026-08-13,목,15:31,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260813-021,2026-08-13,목,15:48,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260813-022,2026-08-13,목,12:55,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-022,2026-08-13,목,12:55,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-023,2026-08-13,목,15:39,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260813-024,2026-08-13,목,12:15,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-025,2026-08-13,목,12:07,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-026,2026-08-13,목,14:31,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260813-027,2026-08-13,목,14:41,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260813-028,2026-08-13,목,12:33,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260813-029,2026-08-13,목,15:44,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260813-030,2026-08-13,목,17:30,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260813-031,2026-08-13,목,15:26,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-032,2026-08-13,목,17:56,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-032,2026-08-13,목,17:56,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260813-033,2026-08-13,목,14:28,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-033,2026-08-13,목,14:28,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260813-034,2026-08-13,목,13:44,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260813-035,2026-08-13,목,14:56,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260813-036,2026-08-13,목,14:29,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
