주문번호,일자,요일,시각,주문유형,상품코드,상품명,분류,수량,단가,금액
OTW-260807-031,2026-08-07,금,14:14,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260807-031,2026-08-07,금,14:14,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-032,2026-08-07,금,14:31,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-032,2026-08-07,금,14:31,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260807-032,2026-08-07,금,14:31,포장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260807-033,2026-08-07,금,14:38,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260807-033,2026-08-07,금,14:38,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-034,2026-08-07,금,14:38,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260807-034,2026-08-07,금,14:38,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-035,2026-08-07,금,14:58,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260807-036,2026-08-07,금,15:08,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260807-036,2026-08-07,금,15:08,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-037,2026-08-07,금,15:14,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260807-038,2026-08-07,금,15:14,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-038,2026-08-07,금,15:14,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-038,2026-08-07,금,15:14,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-039,2026-08-07,금,15:21,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-040,2026-08-07,금,15:24,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-041,2026-08-07,금,15:24,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-041,2026-08-07,금,15:24,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-042,2026-08-07,금,15:31,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-042,2026-08-07,금,15:31,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-042,2026-08-07,금,15:31,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260807-043,2026-08-07,금,15:31,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-043,2026-08-07,금,15:31,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-044,2026-08-07,금,15:44,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-045,2026-08-07,금,15:48,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-046,2026-08-07,금,15:49,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260807-046,2026-08-07,금,15:49,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-046,2026-08-07,금,15:49,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260807-047,2026-08-07,금,15:49,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-047,2026-08-07,금,15:49,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260807-048,2026-08-07,금,15:50,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-048,2026-08-07,금,15:50,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-049,2026-08-07,금,15:55,매장,OTW-T02,보늬밤 타르트,타르트,2,8500,17000
OTW-260807-049,2026-08-07,금,15:55,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-050,2026-08-07,금,15:56,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-051,2026-08-07,금,15:57,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-052,2026-08-07,금,15:58,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-053,2026-08-07,금,15:58,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-053,2026-08-07,금,15:58,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260807-053,2026-08-07,금,15:58,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260807-054,2026-08-07,금,16:12,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-054,2026-08-07,금,16:12,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-054,2026-08-07,금,16:12,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-055,2026-08-07,금,16:24,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-056,2026-08-07,금,16:27,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260807-056,2026-08-07,금,16:27,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-057,2026-08-07,금,16:31,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-057,2026-08-07,금,16:31,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260807-058,2026-08-07,금,16:31,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-059,2026-08-07,금,16:32,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-059,2026-08-07,금,16:32,포장,OTW-P01,아이스크림 파르페,디저트,2,8500,17000
OTW-260807-059,2026-08-07,금,16:32,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-060,2026-08-07,금,16:47,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-060,2026-08-07,금,16:47,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-061,2026-08-07,금,16:51,포장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260807-061,2026-08-07,금,16:51,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-061,2026-08-07,금,16:51,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-062,2026-08-07,금,16:52,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-063,2026-08-07,금,16:55,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260807-063,2026-08-07,금,16:55,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-064,2026-08-07,금,16:56,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-065,2026-08-07,금,16:56,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-065,2026-08-07,금,16:56,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-066,2026-08-07,금,17:04,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-066,2026-08-07,금,17:04,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260807-066,2026-08-07,금,17:04,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-067,2026-08-07,금,17:08,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-067,2026-08-07,금,17:08,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260807-068,2026-08-07,금,17:10,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-068,2026-08-07,금,17:10,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-069,2026-08-07,금,17:15,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260807-069,2026-08-07,금,17:15,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260807-070,2026-08-07,금,17:16,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260807-070,2026-08-07,금,17:16,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260807-071,2026-08-07,금,17:22,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260807-072,2026-08-07,금,17:22,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-001,2026-08-08,토,12:06,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-002,2026-08-08,토,12:18,포장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260808-003,2026-08-08,토,12:19,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-004,2026-08-08,토,12:20,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-004,2026-08-08,토,12:20,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-004,2026-08-08,토,12:20,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-005,2026-08-08,토,12:22,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-005,2026-08-08,토,12:22,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-006,2026-08-08,토,12:25,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-006,2026-08-08,토,12:25,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-007,2026-08-08,토,12:26,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-007,2026-08-08,토,12:26,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-008,2026-08-08,토,12:39,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-008,2026-08-08,토,12:39,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-008,2026-08-08,토,12:39,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-009,2026-08-08,토,12:42,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-010,2026-08-08,토,12:42,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-010,2026-08-08,토,12:42,포장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260808-011,2026-08-08,토,12:45,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-011,2026-08-08,토,12:45,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-012,2026-08-08,토,12:47,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-012,2026-08-08,토,12:47,매장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260808-013,2026-08-08,토,12:48,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-013,2026-08-08,토,12:48,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-014,2026-08-08,토,12:49,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260808-015,2026-08-08,토,12:53,매장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260808-015,2026-08-08,토,12:53,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-015,2026-08-08,토,12:53,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,2,9600,19200
OTW-260808-016,2026-08-08,토,12:55,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-017,2026-08-08,토,12:57,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-018,2026-08-08,토,12:59,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-018,2026-08-08,토,12:59,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-019,2026-08-08,토,12:59,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260808-019,2026-08-08,토,12:59,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-020,2026-08-08,토,13:00,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-020,2026-08-08,토,13:00,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-021,2026-08-08,토,13:03,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-021,2026-08-08,토,13:03,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-022,2026-08-08,토,13:07,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-022,2026-08-08,토,13:07,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-022,2026-08-08,토,13:07,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-023,2026-08-08,토,13:07,포장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260808-023,2026-08-08,토,13:07,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260808-024,2026-08-08,토,13:12,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-025,2026-08-08,토,13:16,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-026,2026-08-08,토,13:17,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260808-026,2026-08-08,토,13:17,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-026,2026-08-08,토,13:17,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-027,2026-08-08,토,13:19,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-027,2026-08-08,토,13:19,매장,OTW-P01,아이스크림 파르페,디저트,2,8500,17000
OTW-260808-027,2026-08-08,토,13:19,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-028,2026-08-08,토,13:24,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-029,2026-08-08,토,13:24,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-030,2026-08-08,토,13:24,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-030,2026-08-08,토,13:24,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260808-030,2026-08-08,토,13:24,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-031,2026-08-08,토,13:26,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-031,2026-08-08,토,13:26,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260808-031,2026-08-08,토,13:26,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-032,2026-08-08,토,13:27,포장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260808-032,2026-08-08,토,13:27,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-033,2026-08-08,토,13:27,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-034,2026-08-08,토,13:28,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-035,2026-08-08,토,13:30,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-035,2026-08-08,토,13:30,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-036,2026-08-08,토,13:35,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-037,2026-08-08,토,13:40,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260808-038,2026-08-08,토,13:42,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-038,2026-08-08,토,13:42,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260808-039,2026-08-08,토,13:45,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-039,2026-08-08,토,13:45,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-040,2026-08-08,토,13:45,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-040,2026-08-08,토,13:45,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-040,2026-08-08,토,13:45,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-041,2026-08-08,토,13:46,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-042,2026-08-08,토,13:47,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-042,2026-08-08,토,13:47,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-043,2026-08-08,토,13:47,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-044,2026-08-08,토,13:51,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-044,2026-08-08,토,13:51,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-045,2026-08-08,토,13:52,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-046,2026-08-08,토,13:54,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260808-047,2026-08-08,토,13:59,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-047,2026-08-08,토,13:59,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-048,2026-08-08,토,14:02,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-049,2026-08-08,토,14:03,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-049,2026-08-08,토,14:03,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-050,2026-08-08,토,14:09,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260808-050,2026-08-08,토,14:09,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-051,2026-08-08,토,14:11,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-052,2026-08-08,토,14:12,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260808-052,2026-08-08,토,14:12,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-053,2026-08-08,토,14:16,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-054,2026-08-08,토,14:17,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-055,2026-08-08,토,14:28,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-056,2026-08-08,토,14:32,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-056,2026-08-08,토,14:32,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-057,2026-08-08,토,14:36,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-058,2026-08-08,토,14:37,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-058,2026-08-08,토,14:37,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260808-059,2026-08-08,토,14:37,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-059,2026-08-08,토,14:37,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-060,2026-08-08,토,14:39,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260808-060,2026-08-08,토,14:39,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-060,2026-08-08,토,14:39,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260808-061,2026-08-08,토,14:41,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-062,2026-08-08,토,14:44,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-063,2026-08-08,토,14:50,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-064,2026-08-08,토,14:53,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-064,2026-08-08,토,14:53,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-064,2026-08-08,토,14:53,매장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260808-065,2026-08-08,토,14:59,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-066,2026-08-08,토,15:01,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-066,2026-08-08,토,15:01,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-067,2026-08-08,토,15:03,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-067,2026-08-08,토,15:03,포장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260808-067,2026-08-08,토,15:03,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-068,2026-08-08,토,15:12,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-069,2026-08-08,토,15:14,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-069,2026-08-08,토,15:14,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-070,2026-08-08,토,15:15,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,2,9600,19200
OTW-260808-071,2026-08-08,토,15:19,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-072,2026-08-08,토,15:20,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-072,2026-08-08,토,15:20,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-072,2026-08-08,토,15:20,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-073,2026-08-08,토,15:21,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260808-073,2026-08-08,토,15:21,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-074,2026-08-08,토,15:27,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-074,2026-08-08,토,15:27,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-075,2026-08-08,토,15:30,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-075,2026-08-08,토,15:30,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-076,2026-08-08,토,15:31,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-077,2026-08-08,토,15:31,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-077,2026-08-08,토,15:31,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-077,2026-08-08,토,15:31,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-078,2026-08-08,토,15:36,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260808-078,2026-08-08,토,15:36,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-079,2026-08-08,토,15:40,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260808-080,2026-08-08,토,15:45,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-080,2026-08-08,토,15:45,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-081,2026-08-08,토,15:49,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-081,2026-08-08,토,15:49,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260808-082,2026-08-08,토,15:50,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-083,2026-08-08,토,15:51,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-083,2026-08-08,토,15:51,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-084,2026-08-08,토,15:56,매장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260808-085,2026-08-08,토,16:01,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-086,2026-08-08,토,16:06,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-087,2026-08-08,토,16:08,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-087,2026-08-08,토,16:08,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-088,2026-08-08,토,16:09,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-089,2026-08-08,토,16:10,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-090,2026-08-08,토,16:10,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-090,2026-08-08,토,16:10,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260808-090,2026-08-08,토,16:10,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260808-091,2026-08-08,토,16:13,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-092,2026-08-08,토,16:16,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260808-093,2026-08-08,토,16:17,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-093,2026-08-08,토,16:17,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-094,2026-08-08,토,16:21,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-094,2026-08-08,토,16:21,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-095,2026-08-08,토,16:21,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260808-095,2026-08-08,토,16:21,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260808-096,2026-08-08,토,16:28,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260808-096,2026-08-08,토,16:28,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260808-097,2026-08-08,토,16:29,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
